Student ID,student_name,gender,grade,school_name,reading_score,math_score
36446,Tara Page,F,9th,Ford High School,70.0,95.0
36447,Jessica Kelly,F,11th,Ford High School,67.0,57.0
36448,Sarah Giles,F,10th,Ford High School,92.0,89.0
36449,Cindy Green,F,10th,Ford High School,97.0,59.0
36450,Catherine Silva,F,12th,Ford High School,87.0,67.0
36451,James Stewart,M,9th,Ford High School,63.0,86.0
36452,Mario Walsh,M,9th,Ford High School,96.0,69.0
36453,Alexandra Walker,F,10th,Ford High School,80.0,89.0
36454,Kenneth Singleton,M,9th,Ford High School,63.0,83.0
36455,grade Robert Estrada,M,9th,Ford High School,77.0,78.0
36456,Tyler Scott,M,11th,Ford High School,66.0,81.0
36457,Stephanie Hughes,F,9th,Ford High School,97.0,98.0
36458,Luis Cooper,M,10th,Ford High School,76.0,80.0
36459,Matthew Nolan,M,10th,Ford High School,85.0,79.0
36460,Sara Smith,F,11th,Ford High School,71.0,73.0
36461,Kelly Ward,F,9th,Ford High School,70.0,72.0
36462,Christina Ross,F,12th,Ford High School,69.0,79.0
36463,Jeremy Richardson,M,10th,Ford High School,68.0,76.0
36464,Andrew Brennan,M,9th,Ford High School,77.0,86.0
36465,Michael Robinson,M,9th,Ford High School,82.0,98.0
36466,Suzanne Rodriguez,F,11th,Ford High School,72.0,97.0
36467,Laura Wall,F,9th,Ford High School,92.0,64.0
36468,Joel Gibson,M,11th,Ford High School,75.0,71.0
36469,Ian Smith,M,11th,Ford High School,95.0,71.0
36470,John Peterson,M,9th,Ford High School,79.0,93.0
36471,Veronica Cook,F,10th,Ford High School,73.0,69.0
36472,Michael Haynes,M,10th,Ford High School,72.0,94.0
36473,Michael Hill,M,12th,Ford High School,85.0,68.0
36474,Richard Murray,M,9th,Ford High School,99.0,90.0
36475,Krista Bennett,F,11th,Ford High School,90.0,89.0
36476,Pamela Ramos,F,9th,Ford High School,84.0,88.0
36477,Samantha Griffin,F,9th,Ford High School,85.0,86.0
36478,Michael Williams,M,10th,Ford High School,78.0,83.0
36479,Arthur White,M,10th,Ford High School,79.0,80.0
36480,William Moore,M,10th,Ford High School,69.0,89.0
36481,Kyle Henry,M,9th,Ford High School,93.0,77.0
36482,James Floyd,M,9th,Ford High School,98.0,64.0
36483,Sheena Smith,F,12th,Ford High School,71.0,84.0
36484,Alan Watkins,M,10th,Ford High School,82.0,97.0
36485,Gary Moreno,M,9th,Ford High School,98.0,99.0
36486,Deborah Brown,F,9th,Ford High School,85.0,73.0
36487,Amanda Christian,F,11th,Ford High School,89.0,70.0
36488,Jenna Young,F,12th,Ford High School,73.0,60.0
36489,Cynthia Campos,F,10th,Ford High School,72.0,88.0
36490,Tracey Mckee,F,12th,Ford High School,88.0,87.0
36491,Richard Jordan,M,12th,Ford High School,63.0,80.0
36492,Christine Baker,F,10th,Ford High School,84.0,76.0
36493,Jean Horton,F,10th,Ford High School,86.0,75.0
36494,grade Kevin Yates,M,10th,Ford High School,76.0,65.0
36495,Mary Joseph,F,11th,Ford High School,92.0,80.0
36496,Tiffany Schneider,F,9th,Ford High School,91.0,67.0
36497,Joshua Shea,M,12th,Ford High School,68.0,72.0
36498,Joan Copeland,F,9th,Ford High School,63.0,91.0
36499,Autumn Scott,F,11th,Ford High School,77.0,77.0
36500,Rachel Eaton,F,12th,Ford High School,64.0,99.0
36501,Erik Luna,M,11th,Ford High School,82.0,76.0
36502,Elizabeth Weaver,F,9th,Ford High School,81.0,66.0
36503,Christina Harris,F,9th,Ford High School,77.0,98.0
36504,Raymond Sims,M,11th,Ford High School,80.0,99.0
36505,Monica Pearson,F,11th,Ford High School,90.0,61.0
36506,Scott Cooper,M,11th,Ford High School,83.0,71.0
36507,Kelly Morales,F,12th,Ford High School,77.0,86.0
36508,Nicole Petersen,F,10th,Ford High School,99.0,72.0
36509,Sara Walter,F,12th,Ford High School,69.0,59.0
36510,Becky Johnson,F,12th,Ford High School,67.0,81.0
36511,Ian Kerr,M,9th,Ford High School,86.0,67.0
36512,Krista Martin,F,11th,Ford High School,73.0,84.0
36513,Sydney Anderson,F,12th,Ford High School,85.0,95.0
36514,Don Johnson,M,11th,Ford High School,75.0,80.0
36515,Kelsey Bentley,F,9th,Ford High School,88.0,70.0
36516,Alex Lewis,M,9th,Ford High School,76.0,68.0
36517,Jared Johnson,M,10th,Ford High School,63.0,83.0
36518,Amy Perez,F,9th,Ford High School,94.0,80.0
36519,Leslie Barnett,F,10th,Ford High School,80.0,73.0
36520,Jessica Brown,F,11th,Ford High School,91.0,73.0
36521,Jasmine Anderson,F,11th,Ford High School,64.0,63.0
36522,Kelly Pineda,F,11th,Ford High School,85.0,85.0
36523,Paul Lee,M,9th,Ford High School,64.0,86.0
36524,Sally Martin,F,9th,Ford High School,84.0,56.0
36525,Amanda Davenport,F,10th,Ford High School,71.0,56.0
36526,Richard Welch,M,10th,Ford High School,98.0,89.0
36527,Jillian Evans,F,10th,Ford High School,86.0,99.0
36528,James Lawrence,M,9th,Ford High School,69.0,55.0
36529,Matthew Ritter,M,11th,Ford High School,87.0,60.0
36530,Lisa Mccarty,F,10th,Ford High School,63.0,70.0
36531,Ricky Garcia,M,12th,Ford High School,67.0,74.0
36532,Chad Williams,M,11th,Ford High School,89.0,87.0
36533,Lori Beck,F,11th,Ford High School,86.0,62.0
36534,Michael Patterson,M,9th,Ford High School,85.0,75.0
36535,Victor Case,M,9th,Ford High School,64.0,73.0
36536,Manuel Walters,M,9th,Ford High School,77.0,75.0
36537,Adam Lopez,M,11th,Ford High School,95.0,70.0
36538,Corey Ramos,M,11th,Ford High School,85.0,89.0
36539,Paul Johnston,M,11th,Ford High School,92.0,61.0
36540,Olivia Fitzpatrick,F,12th,Ford High School,85.0,56.0
36541,Vicki House,F,11th,Ford High School,74.0,94.0
36542,James Fowler III,M,12th,Ford High School,97.0,71.0
36543,Kristopher James,M,10th,Ford High School,94.0,62.0
36544,Larry Day,M,9th,Ford High School,79.0,71.0
36545,Charlotte Gordon,F,10th,Ford High School,81.0,70.0
36546,grade Andrea Welch grade,F,12th,Ford High School,80.0,74.0
36547,Teresa Morris,F,12th,Ford High School,97.0,88.0
36548,Richard Kim,M,10th,Ford High School,93.0,86.0
36549,John Hawkins,M,10th,Ford High School,68.0,76.0
36550,Tina Ward,F,11th,Ford High School,84.0,64.0
36551,Jamie Beltran,F,11th,Ford High School,82.0,68.0
36552,Johnny Ramirez,M,9th,Ford High School,85.0,94.0
36553,William Parker,M,9th,Ford High School,84.0,55.0
36554,Melissa Andrews,F,11th,Ford High School,67.0,61.0
36555,Mary Edwards,F,11th,Ford High School,65.0,95.0
36556,Valerie Weber,F,11th,Ford High School,99.0,55.0
36557,Debbie Little,F,9th,Ford High School,92.0,77.0
36558,Rhonda Valentine,F,10th,Ford High School,91.0,76.0
36559,Jacob Smith,M,12th,Ford High School,92.0,99.0
36560,Theresa Gamble,F,9th,Ford High School,82.0,67.0
36561,Patricia Richmond,F,9th,Ford High School,78.0,94.0
36562,Michael Moore,M,9th,Ford High School,79.0,79.0
36563,Karen Bolton,F,9th,Ford High School,76.0,77.0
36564,Penny Carter,F,9th,Ford High School,88.0,74.0
36565,Joseph Lucas,M,10th,Ford High School,71.0,82.0
36566,Todd Skinner,M,9th,Ford High School,70.0,61.0
36567,Randy Maddox,M,9th,Ford High School,92.0,59.0
36568,Lisa Perez,F,9th,Ford High School,63.0,87.0
36569,Holly Owens,F,9th,Ford High School,88.0,60.0
36570,Melissa Gibson,F,12th,Ford High School,98.0,82.0
36571,Ann Ross,F,11th,Ford High School,77.0,57.0
36572,Shannon Todd,F,10th,Ford High School,78.0,89.0
36573,Amanda Johnson,F,9th,Ford High School,64.0,87.0
36574,Michelle Hogan,F,9th,Ford High School,85.0,93.0
36575,Joshua Cabrera,M,9th,Ford High School,82.0,92.0
36576,Catherine Mendez,F,9th,Ford High School,77.0,57.0
36577,Angela Jackson,F,11th,Ford High School,80.0,79.0
36578,grade Sara Parker,F,12th,Ford High School,96.0,57.0
36579,Lori Welch,F,10th,Ford High School,82.0,89.0
36580,Dennis Williams,M,11th,Ford High School,65.0,63.0
36581,Nicole Bates,F,11th,Ford High School,72.0,99.0
36582,Andrea Lewis,F,11th,Ford High School,71.0,98.0
36583,Megan Foster,F,9th,Ford High School,69.0,79.0
36584,grade Destiny Mcdonald,F,11th,Ford High School,90.0,71.0
36585,Evan Smith,M,10th,Ford High School,68.0,92.0
36586,Lauren Adkins,F,11th,Ford High School,83.0,97.0
36587,Katherine Jones,F,12th,Ford High School,97.0,56.0
36588,Victoria Blake,F,12th,Ford High School,77.0,62.0
36589,Kyle Solomon,M,11th,Ford High School,95.0,86.0
36590,Ryan Ashley,M,10th,Ford High School,66.0,66.0
36591,William Dunn,M,11th,Ford High School,87.0,56.0
36592,Michelle Green,F,9th,Ford High School,74.0,67.0
36593,Chad Duffy,M,11th,Ford High School,74.0,61.0
36594,Jessica Ramos,F,12th,Ford High School,73.0,84.0
36595,Becky Barber,F,9th,Ford High School,89.0,70.0
36596,Charles Harris,M,10th,Ford High School,63.0,98.0
36597,Morgan Cabrera,F,12th,Ford High School,85.0,71.0
36598,Kimberly Carter,F,9th,Ford High School,79.0,60.0
36599,Alexis Robertson,M,9th,Ford High School,75.0,88.0
36600,Keith Ruiz,M,9th,Ford High School,75.0,60.0
36601,Pamela Reed,F,9th,Ford High School,67.0,58.0
36602,Sarah Chapman,F,12th,Ford High School,66.0,71.0
36603,Anthony Nixon,M,9th,Ford High School,63.0,58.0
36604,Colleen Reyes,F,10th,Ford High School,81.0,83.0
36605,Tonya Figueroa,F,11th,Ford High School,73.0,96.0
36606,Joseph Mcdaniel,M,10th,Ford High School,75.0,66.0
36607,Dylan Henderson,M,12th,Ford High School,91.0,97.0
36608,Tyler Wilson,M,10th,Ford High School,92.0,97.0
36609,James Gilbert,M,10th,Ford High School,89.0,72.0
36610,grade. Brittany Perry grade,F,12th,Ford High School,70.0,74.0
36611,David Morris,M,10th,Ford High School,75.0,92.0
36612,Heidi Bell,F,10th,Ford High School,93.0,96.0
36613,Mary Ayala,F,9th,Ford High School,95.0,64.0
36614,Whitney Morris,F,10th,Ford High School,89.0,94.0
36615,Robin Adams,F,12th,Ford High School,68.0,90.0
36616,Kevin Kelly,M,11th,Ford High School,88.0,68.0
36617,Christine Hughes,F,9th,Ford High School,77.0,98.0
36618,Nancy Smith,F,11th,Ford High School,66.0,94.0
36619,Jennifer Hunter,F,10th,Ford High School,71.0,71.0
36620,Ian Miller,M,12th,Ford High School,88.0,94.0
36621,Laura Valenzuela,F,10th,Ford High School,73.0,77.0
36622,Stephen Lambert,M,12th,Ford High School,95.0,83.0
36623,Kelsey Owens,F,9th,Ford High School,68.0,81.0
36624,Ashley Clark,F,12th,Ford High School,90.0,81.0
36625,Jose Zamora,M,12th,Ford High School,86.0,57.0
36626,Noah Chapman,M,10th,Ford High School,68.0,76.0
36627,Amber Stout,F,12th,Ford High School,99.0,59.0
36628,Denise Jenkins,F,10th,Ford High School,96.0,72.0
36629,Danielle Anderson,F,9th,Ford High School,85.0,73.0
36630,Jay Miller,M,12th,Ford High School,71.0,93.0
36631,Matthew Lee,M,9th,Ford High School,67.0,62.0
36632,Tammy Conrad,F,11th,Ford High School,76.0,63.0
36633,Gary Watson,M,11th,Ford High School,67.0,61.0
36634,Brandon Garcia,M,10th,Ford High School,64.0,67.0
36635,Jeanne Reed,F,11th,Ford High School,90.0,99.0
36636,Elizabeth Jensen,F,10th,Ford High School,85.0,83.0
36637,Emily Taylor,F,10th,Ford High School,91.0,77.0
36638,Leonard Brewer,M,12th,Ford High School,98.0,77.0
36639,Brianna Lee,F,9th,Ford High School,84.0,71.0
36640,Diane Rosario,F,11th,Ford High School,99.0,98.0
36641,Michael Mason,M,10th,Ford High School,77.0,87.0
36642,Mariah Holt,F,10th,Ford High School,75.0,73.0
36643,Regina Robinson,F,12th,Ford High School,66.0,71.0
36644,Kari Baker,F,9th,Ford High School,84.0,88.0
36645,Kelly Klein,F,9th,Ford High School,63.0,81.0
36646,Jason Lambert,M,9th,Ford High School,81.0,71.0
36647,Jeffery Wolfe,M,11th,Ford High School,70.0,66.0
36648,Kathryn Martinez,F,9th,Ford High School,91.0,75.0
36649,Timothy Mccoy grade,M,10th,Ford High School,98.0,90.0
36650,Stephanie Dorsey,F,10th,Ford High School,84.0,61.0
36651,Keith Waller,M,9th,Ford High School,66.0,78.0
36652,Paul Jones,M,10th,Ford High School,82.0,85.0
36653,Stephanie Graham,F,12th,Ford High School,69.0,60.0
36654,Thomas Johnson,M,10th,Ford High School,95.0,68.0
36655,Patricia Yates,F,9th,Ford High School,73.0,69.0
36656,Cody Stewart,M,11th,Ford High School,71.0,88.0
36657,Timothy Barnes,M,11th,Ford High School,77.0,83.0
36658,Michael Nichols,M,10th,Ford High School,85.0,97.0
36659,Timothy Walsh,M,10th,Ford High School,88.0,76.0
36660,Veronica Scott,F,11th,Ford High School,99.0,77.0
36661,Katie Newman,F,9th,Ford High School,72.0,84.0
36662,Andre West,M,10th,Ford High School,64.0,82.0
36663,Michael Rowe,M,12th,Ford High School,77.0,62.0
36664,Tanner Bennett,M,10th,Ford High School,68.0,67.0
36665,Jennifer Russo,F,9th,Ford High School,95.0,65.0
36666,Kelli Mckinney,F,9th,Ford High School,94.0,68.0
36667,Ann Harris,F,9th,Ford High School,80.0,58.0
36668,Linda Clark,F,11th,Ford High School,83.0,73.0
36669,Chloe Phillips,F,9th,Ford High School,71.0,63.0
36670,Michael Kennedy,M,12th,Ford High School,64.0,99.0
36671,Christopher Burns,M,10th,Ford High School,97.0,89.0
36672,Victor Orr,M,11th,Ford High School,84.0,90.0
36673,Alexa Levy,F,12th,Ford High School,91.0,74.0
36674,Kristin Rush,F,11th,Ford High School,99.0,94.0
36675,Kimberly May,F,9th,Ford High School,65.0,96.0
36676,Heather Wheeler,F,9th,Ford High School,79.0,90.0
36677,Debra Baker,F,9th,Ford High School,65.0,91.0
36678,Anthony Scott,M,11th,Ford High School,83.0,56.0
36679,Anita Smith,F,10th,Ford High School,80.0,95.0
36680,Richard Burch,M,11th,Ford High School,74.0,57.0
36681,Whitney Stevens,F,10th,Ford High School,75.0,73.0
36682,James George,M,11th,Ford High School,89.0,73.0
36683,Martha Douglas,F,12th,Ford High School,92.0,84.0
36684,Christine Franco,F,10th,Ford High School,90.0,86.0
36685,Mary Russell,F,11th,Ford High School,90.0,87.0
36686,Sarah Kerr,F,9th,Ford High School,78.0,86.0
36687,Teresa Pena,F,10th,Ford High School,93.0,83.0
36688,David Strong,M,11th,Ford High School,83.0,72.0
36689,Elizabeth Montgomery,F,12th,Ford High School,84.0,83.0
36690,Michele Mendez,F,10th,Ford High School,83.0,99.0
36691,Brittany Pittman,F,11th,Ford High School,80.0,88.0
36692,Jay Joseph,M,10th,Ford High School,70.0,96.0
36693,Morgan Armstrong,F,12th,Ford High School,98.0,98.0
36694,Mark Dominguez,M,12th,Ford High School,96.0,79.0
36695,Gregory Williams,M,11th,Ford High School,79.0,74.0
36696,Raymond Benjamin,M,12th,Ford High School,76.0,98.0
36697,Anthony Juarez,M,11th,Ford High School,63.0,71.0
36698,Jason Gould,M,9th,Ford High School,84.0,88.0
36699,Brian Hughes,M,12th,Ford High School,88.0,86.0
36700,Brittany Mooney,F,9th,Ford High School,85.0,81.0
36701,Sean Freeman,M,12th,Ford High School,67.0,57.0
36702,Jaclyn Cannon,F,11th,Ford High School,84.0,99.0
36703,Vincent Moyer,M,10th,Ford High School,91.0,61.0
36704,Steven Berry,M,9th,Ford High School,80.0,83.0
36705,Christopher Stevens,M,9th,Ford High School,92.0,81.0
36706,Christopher Ortega,M,10th,Ford High School,63.0,80.0
36707,David Church,M,10th,Ford High School,63.0,80.0
36708,Marvin Mccormick,M,10th,Ford High School,98.0,72.0
36709,Jeffrey Davidson,M,9th,Ford High School,64.0,89.0
36710,Janet Burnett,F,10th,Ford High School,92.0,55.0
36711,Kyle Farley,M,10th,Ford High School,63.0,89.0
36712,Isaiah Schmidt,M,11th,Ford High School,90.0,80.0
36713,Richard Stewart,M,9th,Ford High School,92.0,78.0
36714,Katherine Anderson,F,9th,Ford High School,64.0,83.0
36715,Julie Diaz,F,9th,Ford High School,89.0,56.0
36716,Heather Wade,F,9th,Ford High School,74.0,74.0
36717,Lynn Ortega,F,9th,Ford High School,71.0,60.0
36718,Jacob Wilson,M,10th,Ford High School,88.0,77.0
36719,Margaret Bell,F,12th,Ford High School,76.0,68.0
36720,Laura Patterson,F,9th,Ford High School,89.0,86.0
36721,Sara Rhodes,F,10th,Ford High School,63.0,99.0
36722,Mark Woods,M,9th,Ford High School,73.0,60.0
36723,Lindsey Wheeler,F,11th,Ford High School,87.0,71.0
36724,Michael Peterson,M,9th,Ford High School,83.0,98.0
36725,Bryan Stewart,M,11th,Ford High School,77.0,69.0
36726,Matthew Murray,M,9th,Ford High School,65.0,91.0
36727,Kayla Buchanan,F,11th,Ford High School,64.0,77.0
36728,William Barrera,M,9th,Ford High School,86.0,72.0
36729,David Robinson,M,10th,Ford High School,73.0,65.0
36730,David Hernandez,M,9th,Ford High School,67.0,94.0
36731,Kyle Cummings,M,11th,Ford High School,83.0,65.0
36732,Amy Downs,F,11th,Ford High School,76.0,56.0
36733,Emily Schmidt,F,12th,Ford High School,79.0,67.0
36734,Donna Simmons,F,12th,Ford High School,91.0,92.0
36735,Melissa Cohen grade,F,11th,Ford High School,83.0,82.0
36736,Rebecca Hawkins,F,9th,Ford High School,66.0,82.0
36737,Renee Durham,F,12th,Ford High School,77.0,80.0
36738,Nancy Clark,F,9th,Ford High School,93.0,80.0
36739,Clifford Mcclure,M,11th,Ford High School,85.0,57.0
36740,Jeffrey Estrada,M,9th,Ford High School,73.0,64.0
36741,Louis Banks,M,10th,Ford High School,92.0,81.0
36742,Tammy Kelly,F,11th,Ford High School,86.0,82.0
36743,Robert Harris,M,11th,Ford High School,75.0,71.0
36744,Steven Branch,M,12th,Ford High School,98.0,63.0
36745,Heather Moore,F,9th,Ford High School,96.0,63.0
36746,Gregory Doyle,M,10th,Ford High School,98.0,90.0
36747,Mary Hampton,F,12th,Ford High School,88.0,79.0
36748,Michael Reeves,M,9th,Ford High School,86.0,63.0
36749,Lauren Robinson,F,11th,Ford High School,78.0,58.0
36750,Dustin Sellers,M,10th,Ford High School,94.0,98.0
36751,Kelly Combs,F,9th,Ford High School,72.0,96.0
36752,Patrick Houston,M,9th,Ford High School,66.0,86.0
36753,Justin Valenzuela,M,9th,Ford High School,81.0,55.0
36754,Peter Delgado,M,10th,Ford High School,65.0,82.0
36755,William Wright II,M,9th,Ford High School,72.0,87.0
36756,Alejandra Lawrence,F,11th,Ford High School,93.0,94.0
36757,Chad Crosby,M,11th,Ford High School,97.0,85.0
36758,Stacey Franklin,F,11th,Ford High School,74.0,99.0
36759,Steven Ball,M,12th,Ford High School,88.0,98.0
36760,John Cervantes,M,9th,Ford High School,93.0,68.0
36761,grade Jose White,M,9th,Ford High School,93.0,86.0
36762,Lisa Lewis,F,9th,Ford High School,89.0,92.0
36763,Brian Douglas,M,12th,Ford High School,71.0,57.0
36764,Ryan Wilson,M,9th,Ford High School,88.0,79.0
36765,Sharon Lopez,F,9th,Ford High School,82.0,66.0
36766,Timothy Burgess,M,11th,Ford High School,84.0,88.0
36767,Randy Lynch,M,9th,Ford High School,69.0,62.0
36768,Andrea Carr,F,9th,Ford High School,93.0,92.0
36769,Kayla Lee,F,9th,Ford High School,85.0,82.0
36770,Jasmine Mills,F,10th,Ford High School,93.0,85.0
36771,Kyle Stanley,M,9th,Ford High School,72.0,89.0
36772,Jennifer Herring,F,10th,Ford High School,84.0,69.0
36773,grade Mason Graves,M,12th,Ford High School,64.0,87.0
36774,John Mejia,M,9th,Ford High School,78.0,71.0
36775,Scott Smith,M,10th,Ford High School,79.0,77.0
36776,Christian Wallace,M,12th,Ford High School,84.0,66.0
36777,Gregory Weaver,M,9th,Ford High School,90.0,90.0
36778,Jose Finley,M,9th,Ford High School,93.0,87.0
36779,Melissa Edwards,F,11th,Ford High School,64.0,77.0
36780,Frances Hicks,F,9th,Ford High School,81.0,68.0
36781,Benjamin Williams,M,10th,Ford High School,71.0,88.0
36782,Angela Estrada,F,11th,Ford High School,74.0,90.0
36783,Julie Scott,F,12th,Ford High School,87.0,85.0
36784,Veronica Hunter,F,9th,Ford High School,91.0,86.0
36785,Robert Johnson,M,10th,Ford High School,73.0,98.0
36786,Denise Bruce,F,11th,Ford High School,75.0,59.0
36787,Katherine Thompson,F,12th,Ford High School,97.0,75.0
36788,Ellen Mendez,F,9th,Ford High School,66.0,81.0
36789,Ruth Foley,F,11th,Ford High School,75.0,86.0
36790,Donna Gay,F,10th,Ford High School,63.0,88.0
36791,Elizabeth Hill,F,12th,Ford High School,93.0,88.0
36792,Amy Salazar,F,10th,Ford High School,89.0,94.0
36793,Margaret Smith,F,10th,Ford High School,86.0,87.0
36794,grade Diane Rodriguez,F,10th,Ford High School,94.0,83.0
36795,Eric Martinez,M,9th,Ford High School,79.0,80.0
36796,Joseph Bishop,M,9th,Ford High School,65.0,72.0
36797,Michael Rogers,M,9th,Ford High School,96.0,77.0
36798,Danielle Phillips,F,10th,Ford High School,72.0,86.0
36799,Thomas Cunningham,M,9th,Ford High School,74.0,57.0
36800,Bryan Washington,M,10th,Ford High School,89.0,71.0
36801,Laura Romero,F,12th,Ford High School,84.0,81.0
36802,Marilyn Rubio grade,F,9th,Ford High School,89.0,64.0
36803,Morgan Hardin,F,10th,Ford High School,75.0,85.0
36804,James Thomas,M,10th,Ford High School,85.0,69.0
36805,Kathleen Glover,F,12th,Ford High School,97.0,79.0
36806,Jose Lewis grade,M,9th,Ford High School,80.0,96.0
36807,Nathaniel Miller,M,9th,Ford High School,66.0,88.0
36808,Lori Bell,F,10th,Ford High School,73.0,56.0
36809,Jamie Moody,F,10th,Ford High School,66.0,76.0
36810,Barbara Ross,F,10th,Ford High School,94.0,80.0
36811,Michelle Duran,F,12th,Ford High School,68.0,66.0
36812,Michael Green,M,10th,Ford High School,79.0,74.0
36813,Robert Murray,M,9th,Ford High School,90.0,71.0
36814,John Stark,M,11th,Ford High School,72.0,84.0
36815,Steven Carter,M,9th,Ford High School,99.0,61.0
36816,Dwayne Hill,M,12th,Ford High School,86.0,63.0
36817,Michelle Kim,F,11th,Ford High School,87.0,62.0
36818,Suzanne Jones,F,9th,Ford High School,93.0,75.0
36819,Anthony Harris,M,12th,Ford High School,71.0,97.0
36820,Stephanie Davenport,F,12th,Ford High School,90.0,59.0
36821,Ernest Ellison,M,11th,Ford High School,97.0,58.0
36822,Joseph Anderson,M,11th,Ford High School,95.0,55.0
36823,Nichole Griffith,F,9th,Ford High School,89.0,81.0
36824,Jamie Jones,F,10th,Ford High School,63.0,68.0
36825,Donna Harris,F,9th,Ford High School,83.0,70.0
36826,Carolyn White,F,9th,Ford High School,80.0,98.0
36827,Marc Lee,M,11th,Ford High School,77.0,70.0
36828,Timothy Patton,M,9th,Ford High School,97.0,82.0
36829,Wayne Parker,M,11th,Ford High School,73.0,61.0
36830,Gary Sanford,M,12th,Ford High School,69.0,76.0
36831,Dylan Conway,M,9th,Ford High School,65.0,90.0
36832,Garrett Taylor,M,11th,Ford High School,94.0,63.0
36833,Latasha Hughes grade,F,11th,Ford High School,84.0,72.0
36834,Alicia Durham,F,10th,Ford High School,89.0,61.0
36835,Joshua Macdonald,M,12th,Ford High School,75.0,91.0
36836,Michael Green,M,10th,Ford High School,92.0,87.0
36837,Cassandra Miller,F,10th,Ford High School,87.0,64.0
36838,Lindsay Sanchez,F,9th,Ford High School,81.0,65.0
36839,David Calhoun,M,9th,Ford High School,73.0,66.0
36840,John Boyd,M,10th,Ford High School,71.0,70.0
36841,Susan Newman,F,9th,Ford High School,68.0,85.0
36842,Thomas Williams,M,9th,Ford High School,64.0,70.0
36843,Courtney Burnett,F,10th,Ford High School,67.0,75.0
36844,Monica Wallace grade,F,10th,Ford High School,65.0,81.0
36845,Sean Moreno,M,10th,Ford High School,86.0,76.0
36846,Jennifer Graham,F,9th,Ford High School,74.0,80.0
36847,Shannon Lambert,F,11th,Ford High School,66.0,78.0
36848,Jason Carter,M,12th,Ford High School,77.0,98.0
36849,Joseph Rodriguez,M,9th,Ford High School,66.0,77.0
36850,John Anderson,M,11th,Ford High School,90.0,56.0
36851,Jorge Kelly,M,9th,Ford High School,91.0,64.0
36852,James Williams,M,11th,Ford High School,66.0,74.0
36853,Joshua Williams,M,9th,Ford High School,64.0,65.0
36854,William Brennan,M,9th,Ford High School,99.0,97.0
36855,Cindy Harrison,F,10th,Ford High School,98.0,69.0
36856,Amber Ruiz,F,12th,Ford High School,67.0,62.0
36857,Tommy Wade,M,9th,Ford High School,96.0,62.0
36858,Shawn Clay,M,10th,Ford High School,81.0,63.0
36859,Nicole Goodman,F,9th,Ford High School,81.0,79.0
36860,Jamie Thomas,F,10th,Ford High School,65.0,81.0
36861,Justin Robbins,M,10th,Ford High School,76.0,85.0
36862,Katherine Stewart,F,11th,Ford High School,73.0,87.0
36863,Thomas Abbott,M,10th,Ford High School,71.0,69.0
36864,Jennifer Bartlett,F,11th,Ford High School,66.0,74.0
36865,grade Robin Reed,F,10th,Ford High School,92.0,75.0
36866,John Hernandez,M,9th,Ford High School,64.0,63.0
36867,Phillip Pennington,M,10th,Ford High School,88.0,61.0
36868,John Anderson,M,12th,Ford High School,63.0,59.0
36869,Jennifer Gilbert,F,9th,Ford High School,74.0,99.0
36870,James Dixon,M,11th,Ford High School,63.0,89.0
36871,Grant Garrett,M,9th,Ford High School,92.0,65.0
36872,Nicole Walls,F,10th,Ford High School,69.0,96.0
36873,Sharon Mclaughlin,F,9th,Ford High School,84.0,97.0
36874,Brian Moore,M,10th,Ford High School,66.0,66.0
36875,Michelle Salas,F,11th,Ford High School,99.0,76.0
36876,grade Ashley Butler,F,9th,Ford High School,76.0,59.0
36877,Christopher Bradford,M,10th,Ford High School,69.0,77.0
36878,John Johnson,M,12th,Ford High School,90.0,57.0
36879,Amanda Chapman,F,9th,Ford High School,83.0,75.0
36880,Katie Richardson,F,9th,Ford High School,90.0,74.0
36881,Denise Allen,F,10th,Ford High School,84.0,78.0
36882,Jennifer Keith,F,11th,Ford High School,98.0,86.0
36883,Patrick Black,M,9th,Ford High School,87.0,64.0
36884,Kimberly Zimmerman,F,10th,Ford High School,65.0,72.0
36885,Tyler Mcdaniel,M,12th,Ford High School,71.0,61.0
36886,Larry Huff,M,11th,Ford High School,89.0,93.0
36887,Samantha Cooke,F,9th,Ford High School,65.0,85.0
36888,Michael Scott,M,9th,Ford High School,75.0,86.0
36889,Autumn Cortez,F,11th,Ford High School,96.0,76.0
36890,Lori Howard,F,11th,Ford High School,72.0,81.0
36891,William Avila,M,11th,Ford High School,74.0,56.0
36892,Anthony Oliver,M,10th,Ford High School,98.0,81.0
36893,Karen Armstrong,F,11th,Ford High School,79.0,67.0
36894,Amy Whitaker,F,9th,Ford High School,93.0,88.0
36895,Penny Watts,F,11th,Ford High School,76.0,63.0
36896,Brenda Smith,F,11th,Ford High School,66.0,70.0
36897,Rachel Duncan,F,11th,Ford High School,77.0,94.0
36898,Michael Wise,M,10th,Ford High School,98.0,88.0
36899,Gregory King,M,10th,Ford High School,85.0,83.0
36900,Natalie Floyd,F,10th,Ford High School,87.0,88.0
36901,Misty Garcia grade,F,12th,Ford High School,76.0,66.0
36902,James Carter,M,12th,Ford High School,98.0,82.0
36903,Thomas Foley,M,9th,Ford High School,73.0,68.0
36904,Alyssa Swanson,F,9th,Ford High School,66.0,81.0
36905,Christian Sullivan,M,10th,Ford High School,73.0,56.0
36906,Steven Hamilton,M,12th,Ford High School,88.0,57.0
